food_name,province,tp_group,kcal_group,kcal_100g,n_samples,std_kcal
Diyarbakır Burma Kadayıfı,Diyarbakır,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Diyarbakır Ciğer Kebabı,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Karacadağ Pirinci,Diyarbakır,Diğer ürünler,diğer,356.8,15,145.07791010350266
Diyarbakır İncaz Hoşafı,Diyarbakır,Diğer ürünler,diğer,356.8,15,145.07791010350266
Diyarbakır Badem Ezmesi / Diyarbakır Lebzüniyesi,Diyarbakır,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Diyarbakır Patlıcan Meftunesi,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Çermik Biberi,Diyarbakır,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Diyarbakır Paşa Lavaşı,Diyarbakır,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Diyarbakır Kulak Çorbası,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Kibe Mumbar,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Kengerli Bulgur Pilavı,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Kenger Meftunesi,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Kenger Boranisi,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Kemikli Kebabı,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Kağırdaklı Ekmek / Diyarbakır Kizirikli Ekmek,Diyarbakır,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Diyarbakır Karpuzu,Diyarbakır,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Diyarbakır Patlıcanlı Kazan Kebabı,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Kaburga Dolması,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Kabak Meftunesi,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Hırçikli Meftunesi,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Hıllorik Aşı,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Hedik Yemeği,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Habenisk Çorbası,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Tirit Yemeği,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Gebol Yemeği,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Gendüme Aşı,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır İçli Köftesi,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Üsküre Kebabı / Diyarbakır Tas Kebabı,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Örgü Peyniri,Diyarbakır,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Diyarbakır Çakıl Ekmeği,Diyarbakır,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Diyarbakır Et Eşkenesi Yemeği,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Simindirik Çorbası,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Pencegoşt Pilavı,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Şehriyesi,Diyarbakır,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Diyarbakır Lebenisi,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Kuru Dolması,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Lepik Köftesi,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Diyarbakır Şırdanlı Bastırma,Diyarbakır,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Diyarbakır Tavuk Eşkenesi,Diyarbakır,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Düzce Kestane Kabağı,Düzce,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Akçakoca Melengücceği Tatlısı,Düzce,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Düzce Şırası,Düzce,Alkolsüz içecekler,soft içecekler,72.57142857142857,7,92.75569549962442
Düzce Şeker Kamışı Pekmezi,Düzce,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Düzce Köftesi,Düzce,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Konuralp Pirinci,Düzce,Diğer ürünler,diğer,356.8,15,145.07791010350266
Akçakoca Ekşilisi,Düzce,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Akçakoca Kaplandede Kestanesi,Düzce,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Akçakoca Sarı Fındığı,Düzce,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Yufkalı Konuralp Pilavı,Düzce,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Düzce Acıkası,Düzce,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Düzce Fındıklı Tahin Helvası,Düzce,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Düzce Kestane Balı,Düzce,Bal,bal,326.0,2,1.4142135623730951
Akçakoca Mancarlı Pidesi,Düzce,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Düzce Kestanesi,Düzce,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Deva-i Misk Helvası,Edirne,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Edirne Tava Ciğeri,Edirne,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Keşan Siğilli Bamyası,Edirne,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Edirne Badem Ezmesi,Edirne,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Keşan Satır Et,Edirne,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Edirne Ciğer Sarma,Edirne,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
İpsala Pirinci,Edirne,Diğer ürünler,diğer,356.8,15,145.07791010350266
Keşan Mahmutköy Kuru Fasulyesi,Edirne,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Edirne Beyaz Peyniri,Edirne,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Meriç Yer Fıstığı,Edirne,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Keşan Korudağ Çiçek Balı,Edirne,Bal,bal,326.0,2,1.4142135623730951
Uzunköprü Köftesi,Edirne,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Meriç Kara Kavunu,Edirne,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Elazığ Çedene Kahvesi,Elazığ,Diğer ürünler,diğer,356.8,15,145.07791010350266
Elazığ Menceki Buğdayı,Elazığ,Diğer ürünler,diğer,356.8,15,145.07791010350266
Elazığ Vişnesi,Elazığ,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Elazığ Orciği,Elazığ,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Ağın Leblebisi,Elazığ,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Elazığ Öküzgözü Üzümü,Elazığ,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Elazığ Taş Ekmeği Tatlısı,Elazığ,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Elazığ Tahannebi Üzümü,Elazığ,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Elazığ Geven Balı,Elazığ,Bal,bal,326.0,2,1.4142135623730951
Elazığ Boğazkere Üzümü,Elazığ,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Elazığ Sırın Yemeği,Elazığ,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Keban Biberi,Elazığ,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Erzincan Tulum Peyniri,Erzincan,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Refahiye Balı,Erzincan,Bal,bal,326.0,2,1.4142135623730951
Kemaliye Dutu / Eğin Dutu,Erzincan,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kemah Doğal Kaynak Tuzu,Erzincan,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Kemaliye Lök Tatlısı / Eğin Lök Tatlısı,Erzincan,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzincan Üzümlü Sarucu,Erzincan,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Cimin Üzümü,Erzincan,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Erzincan Kesme Kadayıfı,Erzincan,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kemaliye Kuru Kaymağı/Eğin Kuru Kaymağı,Erzincan,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
Erzurum Su Böreği,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Peynir Helvası,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Pastırması,Erzurum,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Erzurum Demir Tatlısı,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Mantısı /Erzurum Hıngeli,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Civil Peyniri,Erzurum,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Erzurum Cılbıra / Erzurum Çılbır,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
İspir Kaymağı,Erzurum,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
Narman Şeker Fasulyesi,Erzurum,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Pasinler Yaprak Döner,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Pekmezli Baklavası,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Ayva Yahnisi / Erzurum Ayva Kalyesi,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Babaanne Pastası / Erzurum Pastası,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Aşotu,Erzurum,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Erzurum Aşmalı Yahni,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Ayran Aşı Çorbası,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Sucuğu,Erzurum,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Erzurum Kıtlama Şekeri,Erzurum,Diğer ürünler,diğer,356.8,15,145.07791010350266
İspir Kuru Fasulyesi,Erzurum,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Erzurum Tatar Böreği,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Pekmezli Kadayıfı,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Tel Helvası,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Ekşili Dolma,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Eriştesi,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Kuru Kayısı Kaysefesi,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Ketesi,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Kesme Aşı Çorbası,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Kaz Lokması,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Kadayıf Dolması,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Kavut Haşılı,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Kara Fatma Çorbası,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Küflü Civil Peyniri (Göğermiş Peynir),Erzurum,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Erzurum Hasıta / Erzurum Hasuta,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Gliko,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Et Kavurması,Erzurum,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Erzurum Hurma Tatlısı,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Tuzlu Lokumu,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Herle Aşı Çorbası,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Lavaş Ekmeği / Erzurum Ecem Ekmeği / Erzurum Acem Ekmeği,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Patates Boranisi,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Un Helvası,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Yumurta Pilavı,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Çaşır Kavurması,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Çaşır Salamurası,Erzurum,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Erzurum Çeç Pancarı,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Çiriş Yemeği,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Oltu Cağ Kebabı,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Çortutu Pancarı,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erzurum Şalgam Dolması,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Karnavas Dut Pekmezi,Erzurum,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Hınıs Köftesi,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hınıs Fasulyesi,Erzurum,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Tortum Ekşi Pestili,Erzurum,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Hasankale Lavaşı,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Dut Çullaması,Erzurum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Erzurum Hink Yemeği,Erzurum,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Sivrihisar Höşmerim Tatlısı,Eskişehir,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Sivrihisar Kelem Dolması,Eskişehir,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kızılinler Bal Kabağı,Eskişehir,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Sivrihisar Muska Baklavası,Eskişehir,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Sivrihisar Dövme Sucuğu,Eskişehir,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Sivrihisar Arabaşı,Eskişehir,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Eskişehir Met Helvası,Eskişehir,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Eskişehir Simidi,Eskişehir,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Eskişehir Çiğböreği (Çibörek),Eskişehir,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Baklavası,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep Kuymağı/Antep Kuymağı,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep Kabaklama/Antep Kabaklama,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Araban Sarımsağı,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
"Gaziantep / Antep Altı Ezmeli Kebap, Gaziantep / Antep Altı Ezmeli Kuşbaşı Kebabı, Gaziantep / Antep Altı Ezmeli Kıyma Kebabı",Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Beyranı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Haveydi Köfte / Antep Haveydi Köfte,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Malhıtalı Köftesi/Gaziantep Mercimekli Köftesi,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Muskası (Gaziantep Muskası),Gaziantep,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Antep Zahter Balı / Gaziantep Zahter Balı,Gaziantep,Bal,bal,326.0,2,1.4142135623730951
Antep Yuvarlaması / Antep Yuvalaması,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Tırnaklı Pidesi / Gaziantep Tırnaklı Pidesi / Antep Pidesi,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Antep Sumağı,Gaziantep,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Antep Allı Yeşilli Dolma /Antep Nakışlı Dolma /Antep Yaz Dolması,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Biber Salçası / Gaziantep Biber Salçası,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gaziantep Haylan Kabağı Reçeli,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Antep Peynirli İrmik Helvası / Gaziantep Peynirli İrmik Helvası,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Antep Şiveydizi,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Haylan Kabağı Dolması / Antep Haylan Kabağı Dolması,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Peyniri / Gaziantep Peyniri / Antep Sıkma Peyniri,Gaziantep,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Gaziantep Lebeniye Çorbası/Antep Lebeniye Çorbası,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Firiği,Gaziantep,Diğer ürünler,diğer,356.8,15,145.07791010350266
Antep Menengiç Kahvesi / Gaziantep Menengiç Kahvesi / Antep Melengiç Kahvesi / Gaziantep Melengiç Kahvesi,Gaziantep,Diğer ürünler,diğer,356.8,15,145.07791010350266
Antep Zahter Çayı / Gaziantep Zahter Çayı,Gaziantep,Diğer ürünler,diğer,356.8,15,145.07791010350266
Antep Bulguru / Gaziantep Bulguru,Gaziantep,Diğer ürünler,diğer,356.8,15,145.07791010350266
Gaziantep / Antep Ekşili / Akıtmalı Ufak Köfte,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Damat Dolması / Gaziantep Kuzu İçli Kabak Dolma,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep / Antep Yarım Tava,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Acur-Biber Turşusu,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gaziantep Alenaziği /Antep Alenaziği,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Arap Köftesi / Antep Arap Köftesi,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Buhara Pilavı / Antep Buhara Pilavı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Börek Çorbası / Antep Börek Çorbası,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Börk Aşı / Gaziantep Mıcırık Aşı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Bülbül Yuvası,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
