province,food_name,product_group_tr,product_group_en,kcal_100g
Afyonkarahisar,Sandıklı Alacaşı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Afyonkarahisar,Bolvadin Mantısı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Afyonkarahisar,Bolvadin Fırın Eti,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Afyonkarahisar,Dinar Taptama Köfte / Dinar Taplama Köfte,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Afyonkarahisar,Çay İlçesi Vişnesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Afyonkarahisar,Şuhut Keşkeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Afyonkarahisar,Karacalar Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Afyonkarahisar,Şuhut Patatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Afyonkarahisar,Emirdağ Koyun Yoğurdu,Peynirler ve tereyağı dışında kalan süt ürünleri,Dairy (excluding cheese & butter),398.0
Afyonkarahisar,İscehisar Mermer Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Afyonkarahisar,Emirdağ Güveci,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Afyonkarahisar,Sultandağı Kirazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aksaray,Aksaray Un Kurabiyesi / Aksaray Asker Kurabiyesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aksaray,Aksaray Çerezlik Ayçekirdeği,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aksaray,Aksaray İnceelek Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aksaray,Aksaray Şerbetli Pidesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aksaray,Aksaray Şeker Böreği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aksaray,Aksaray Tahinlisi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aksaray,Aksaray Köpük Helva,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aksaray,Aksaray Kabak Çekirdeği,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aksaray,Eşmekaya Yoğurdu,Peynirler ve tereyağı dışında kalan süt ürünleri,Dairy (excluding cheese & butter),398.0
Aksaray,Gelveri Ekmeği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aksaray,Aksaray Tulum Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Amasya,Amasya Unutma Beni Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Amasya,Amasya Cevizli Ballı Baklavası,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Amasya,Merzifon Keşkeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Amasya,Amasya Çöreği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Amasya,Amasya Çiçek Bamyası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Amasya,Amasya Çatal Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Amasya,Amasya Yağlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Amasya,Amasya Yanuç,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Amasya,Amasya Toyga Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Amasya,Amasya Etli Çiçek Bamyası Yemeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Amasya,Amasya Patlıcan Pehli,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Amasya,Amasya Misket Elması,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Amasya,Amasya Baklalı Dolması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Amasya,Amasya Kirazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Amasya,Amasya Keşkeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Amasya,Amasya Kaypağı/Amasya Piruhisi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Amasya,Burmalı Amasya Çöreği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Amasya,Suluova Soğanı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Amasya,Amasya Ayva Gallesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Amasya,Amasya Sıkma Tarhanası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ankara,Ankara Döneri,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ankara,Kızılcahamam Bazlaması,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ankara,Akyurt Fıtı Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ankara,Şereflikoçhisar Tahinli Pidesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ankara,Akyurt Toyga Aşı / Akyurt Toyga Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ankara,Çamlıdere Höşmerim Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ankara,Akyurt Homaçası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ankara,Çubuk Turşusu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Ankara,Çubuk Vişnesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Ankara,Akyurt Teberik Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Ankara,Akyurt Tutmaç Aşı /Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ankara,Akyurt Soğuk Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ankara,Beypazarı Kurusu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ankara,Çubuk Homaçası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ankara,Polatlı Soğanı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Ankara,Akyurt Tandır Böreği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ankara,Mamak Kutludüğün Ekşi Maya Ekmeği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ankara,Ankara Tava,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ankara,Ankara Simidi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ankara,Mamak Ravak Yoğurdu,Peynirler ve tereyağı dışında kalan süt ürünleri,Dairy (excluding cheese & butter),398.0
Ankara,Kalecik Ekmeği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ankara,Kalecik Karası Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Ankara,Kalecik Çöreği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ankara,Beypazarı Dolması / Beypazarı Yaprak Sarması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ankara,Beypazarı Cevizli Tatlı Sucuk,"Çikolata, şekerleme ve türevi ürünler",Chocolate & confectionery,395.75
Ankara,Beypazarı Höşmerim Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ankara,Ayaş Dutu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Ankara,Elmadağ Tandır Ekmeği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ankara,Ayaş Domatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Ankara,Kazan Kavunu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Ankara,Kazan Kavurması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ankara,Ankara Erkeç Pastırması,İşlenmiş ve işlenmemiş et ürünleri,Meat products,251.875
Ankara,Beypazarı Havuç Lokumu,"Çikolata, şekerleme ve türevi ürünler",Chocolate & confectionery,395.75
Antalya,Antalya Piyazı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Antalya,Manavgat Altın Susamı,Diğer ürünler,Other products,356.8
Antalya,Alanya Avokadosu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Antalya,Finike Portakalı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Antalya,Gazipaşa Çekirdeksiz Narı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Antalya,Antalya Kabak Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Antalya,Antalya Paça Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Antalya,Antalya Serpme Böreği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Antalya,Antalya Tavşan Yüreği Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Antalya,Antalya Topak Kızartması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Antalya,Alanya Keçiboynuzu / Alanya Harnub,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Antalya,Alanya Muzu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Antalya,Alanya Yenidünyası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Antalya,Korkuteli Karyağdı Armudu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Antalya,Antalya Bergamot Kabuğu Reçeli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Antalya,Alanya Gülüklü (Hülüklü) Çorba,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Antalya,Alanya Fıstıklı Limonata,Alkolsüz içecekler,Non-alcoholic beverages,72.57142857142857
Antalya,Kaş Margaz Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Antalya,Antalya Turunç Kabuğu Reçeli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Ardahan,Ardahan Çiçek Balı,Bal,Honey,326.0
Ardahan,Posof Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Ardahan,Hanak Tel Peyniri,Peynirler,Cheese,341.85714285714283
Ardahan,Posof Elması / Badele Elması,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Ardahan,Ardahan Kavılca Buğdayı,Diğer ürünler,Other products,356.8
Ardahan,Ardahan Kaz Eti,İşlenmiş ve işlenmemiş et ürünleri,Meat products,251.875
Artvin,Arhavi Termonisi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Artvin,Arhavi Kestane Balı,Bal,Honey,326.0
Artvin,Şavşat Ketesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Artvin,Hopa Laz Böreği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Artvin,Hopa Hamsili Ekmeği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Artvin,Hatila Balı,Bal,Honey,326.0
Artvin,Puçuko,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Artvin,Borçka Demir Elması,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aydın,Yenipazar Pidesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aydın,Söke Peksimeti,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aydın,Olukbaşı Oğlak Çevirme Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Aydın,Kuyucak Portakalı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aydın,Dalama Tandırı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Aydın,Nazilli Pidesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aydın,Söke Tahinli Pidesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aydın,Nazilli Kar Helvası,Dondurmalar ve yenilebilir buzlar,Ice cream & edible ice,145.5
Aydın,Sultanhisar Çileği,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aydın,Söke Pidesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aydın,Söke Kulak Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Aydın,Söke Tatlı Maya Ekmeği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aydın,Ortaklar Çöp Şiş,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Aydın,Aydın Kabak Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aydın,Söke Kulak Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aydın,Aydın Memecik Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aydın,İncirliova Deve Sucuğu,İşlenmiş ve işlenmemiş et ürünleri,Meat products,251.875
Aydın,Germencik Ekşili Tavuk,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Aydın,Bozdoğan Cevizli Sucuğu,"Çikolata, şekerleme ve türevi ürünler",Chocolate & confectionery,395.75
Aydın,Karacasu Pidesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aydın,Çine Köftesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Aydın,Aydın İnciri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aydın,Aydın Yuvarlaması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Aydın,Aydın Yamalak Sarısı Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aydın,Aydın Çam Fıstığı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aydın,Aydın Kestanesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aydın,Dikmen Çiçek Balı / Dikmen Kekik Balı,Bal,Honey,326.0
Aydın,Bozdoğan Pidesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Aydın,Aydın Enginarı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Aydın,Dedebağ Keşkeği / Karacasu Keşkeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ağrı,Ağrı Haşıl Yemeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ağrı,Doğubayazıt Aşure Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Ağrı,Ağrı Geven Balı,Bal,Honey,326.0
Ağrı,Ağrı Yaprak Döneri,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Ağrı,Ağrı Tulum Peyniri,Peynirler,Cheese,341.85714285714283
Ağrı,Doğubayazıt Abdigör Köftesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Balıkesir,Ayvalık Sakızlı Kurabiye,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Balıkesir,Yağlılar Basma Helvası,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Balıkesir,İvrindi Kelle Peyniri,Peynirler,Cheese,341.85714285714283
Balıkesir,Manyas Kazak Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
